feature_1,feature_2,feature_3,feature_4,feature_5,Cluster
0.4833961782702929,-0.1573463408737001,-2.3120485546251484,0.5130237613419545,0.5350380858275052,2
-1.068648732025321,1.0036501068099273,0.959675635611605,-0.41807970562658586,0.25202085827653614,1
-0.775948063869256,0.26885182262740914,-0.503342507840082,-0.5718962503737243,-0.5016469900743575,1
-0.6273894822764146,-0.12406487525604887,0.2665747012068957,1.3169424414480604,0.6093339930111753,2
1.696267760010973,-0.3834440905955952,-2.1505641917039795,1.8450003194902667,-0.9647715030406139,0
-0.47125225605629245,0.3552336939898298,-0.2986516533451471,-1.0827832860716826,-0.01607817970309695,1
-0.27567671543916344,-0.5329001838328076,-0.8624091516528476,1.2801505827632993,-1.148955699196099,0
-0.023160416083452012,-0.21045554036522066,0.2926677952637401,0.8982668997805907,0.6166100904576808,2
0.45802306114202457,-0.4731872996218248,-0.24677007779851132,0.703463776181854,-0.18546210086651457,2
-0.587785523181775,-2.124371246774352,0.34407886262147375,1.432572192557734,-0.5409753212162247,2
1.0024890997480562,0.743143050059716,0.07831849193449768,-0.1204142890328235,-0.4885220293466552,0
-0.6703751631685124,-0.7058962969316404,-0.4457390413225246,-2.057091055189457,-1.2684843140057385,1
0.212721939641182,-2.2170011089115294,-0.08839457111254208,0.5245533263628734,-0.2659627390426502,2
0.30999577212726953,-0.22433321616307816,-0.45096491197725114,1.1985378103086728,-0.9899334367837022,0
-0.9275773656180957,-0.09169518304079517,-1.6896551116907872,-1.012697615776407,-0.5019836037835597,0
-0.6709621950283695,-1.0592759637832927,0.6119025643326782,0.015049724234315042,-0.8506613815665829,1
-0.2559759324085746,-0.5975647691239273,-1.2299993799122648,-1.7673200263293691,-0.4398632347906079,0
0.3098375244374303,-0.3549426839605449,0.25927034630258416,1.3574999572326385,-0.18081952623979194,2
-0.30993299696064275,-0.6854508203572519,0.25129576107255025,-1.3929309367366896,0.8819752509233652,1
-1.4384198660367133,0.21386469387529192,-0.6301525319752396,0.24924283901743796,1.846357739339812,2
-0.34842058668243364,0.3213745597990755,0.1633327324001893,0.5972580735001276,0.26023577424959426,2
